,Source,Sediment,TotalN,TotalP,gwlfe_endpoint,huc_run,huc_run_level,huc,huc_name,huc_states,huc_areaacres,huc_level,land_use_source,stream_layer,weather_source,closest_weather_stations
7766,Stream Bank Erosion,10310980.0,3116.0,2841.0,gwlfe,020403010104,12,020403010104,Shark River-Frontal Atlantic Ocean,NJ,24903.35,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7767,Subsurface Flow,0.0,46004.65569935907,747.5267832423035,gwlfe,020403010104,12,020403010104,Shark River-Frontal Atlantic Ocean,NJ,24903.35,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7768,Wetlands,353.43973956408547,373.29204772133056,20.013949214440323,gwlfe,020403010104,12,020403010104,Shark River-Frontal Atlantic Ocean,NJ,24903.35,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7769,Wooded Areas,799.3992984860918,112.26403668089777,6.738701488866765,gwlfe,020403010104,12,020403010104,Shark River-Frontal Atlantic Ocean,NJ,24903.35,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7770,Barren Areas,11.763668251824958,23.05544946275206,0.7788089975643424,gwlfe,020403010105,12,020403010105,Lower Manasquan River,NJ,11711.79,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7771,Cropland,31429.92938560157,242.3786457552506,53.82025243089457,gwlfe,020403010105,12,020403010105,Lower Manasquan River,NJ,11711.79,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7772,Farm Animals,0.0,672.4200294634884,179.07784118651105,gwlfe,020403010105,12,020403010105,Lower Manasquan River,NJ,11711.79,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7773,Hay/Pasture,481.23705125304264,8.402651227139014,3.708157763486618,gwlfe,020403010105,12,020403010105,Lower Manasquan River,NJ,11711.79,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7774,High-Density Mixed,31893.028706294517,645.6381042544649,66.09320183800405,gwlfe,020403010105,12,020403010105,Lower Manasquan River,NJ,11711.79,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7775,Low-Density Mixed,34366.85520236681,950.8596477356401,101.06161044788358,gwlfe,020403010105,12,020403010105,Lower Manasquan River,NJ,11711.79,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7776,Low-Density Open Space,18844.99324386343,521.4019011028523,55.41692293024132,gwlfe,020403010105,12,020403010105,Lower Manasquan River,NJ,11711.79,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7777,Medium-Density Mixed,112975.93548027289,2287.069361821448,234.12455979953066,gwlfe,020403010105,12,020403010105,Lower Manasquan River,NJ,11711.79,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7778,Open Land,505.60964490151815,16.919440723078786,0.7856277028716079,gwlfe,020403010105,12,020403010105,Lower Manasquan River,NJ,11711.79,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7779,Point Sources,0.0,0.0,0.0,gwlfe,020403010105,12,020403010105,Lower Manasquan River,NJ,11711.79,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7780,Septic Systems,0.0,3152.000558519999,0.0,gwlfe,020403010105,12,020403010105,Lower Manasquan River,NJ,11711.79,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7781,Stream Bank Erosion,3784589.0,673.0,850.0,gwlfe,020403010105,12,020403010105,Lower Manasquan River,NJ,11711.79,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7782,Subsurface Flow,0.0,15536.00321106407,313.93772526210034,gwlfe,020403010105,12,020403010105,Lower Manasquan River,NJ,11711.79,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7783,Wetlands,611.5728936082388,117.2462426239139,6.69762700437891,gwlfe,020403010105,12,020403010105,Lower Manasquan River,NJ,11711.79,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7784,Wooded Areas,797.3878840070647,40.77178889528778,2.832705619054926,gwlfe,020403010105,12,020403010105,Lower Manasquan River,NJ,11711.79,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7785,Barren Areas,5.409342923610843,13.787711282569294,0.4641410092577812,gwlfe,0204030102,10,0204030102,Metedeconk River,NJ,57985.81,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7786,Cropland,28404.976508707572,1349.9563308237168,177.1382221979865,gwlfe,0204030102,10,0204030102,Metedeconk River,NJ,57985.81,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7787,Farm Animals,0.0,2547.036361294216,678.6355206192659,gwlfe,0204030102,10,0204030102,Metedeconk River,NJ,57985.81,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7788,Hay/Pasture,866.2212998873821,42.668003483350105,17.541807722646585,gwlfe,0204030102,10,0204030102,Metedeconk River,NJ,57985.81,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7789,High-Density Mixed,132631.40205471392,2672.541054501275,273.5219855746903,gwlfe,0204030102,10,0204030102,Metedeconk River,NJ,57985.81,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7790,Low-Density Mixed,122868.85730666775,3339.9915482603246,355.6678606125192,gwlfe,0204030102,10,0204030102,Metedeconk River,NJ,57985.81,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7791,Low-Density Open Space,82919.46178127914,2254.0317180986594,240.0265471768871,gwlfe,0204030102,10,0204030102,Metedeconk River,NJ,57985.81,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7792,Medium-Density Mixed,486193.464531212,9796.865404874845,1002.6630174440531,gwlfe,0204030102,10,0204030102,Metedeconk River,NJ,57985.81,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7793,Open Land,818.4533391971187,117.87541264114856,3.0675782503261106,gwlfe,0204030102,10,0204030102,Metedeconk River,NJ,57985.81,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7794,Point Sources,0.0,0.0,0.0,gwlfe,0204030102,10,0204030102,Metedeconk River,NJ,57985.81,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7795,Septic Systems,0.0,13534.96753224,0.0,gwlfe,0204030102,10,0204030102,Metedeconk River,NJ,57985.81,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7796,Stream Bank Erosion,42206022.0,20830.0,9571.0,gwlfe,0204030102,10,0204030102,Metedeconk River,NJ,57985.81,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7797,Subsurface Flow,0.0,103173.75892069773,1776.4025959675116,gwlfe,0204030102,10,0204030102,Metedeconk River,NJ,57985.81,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7798,Wetlands,593.6483260338206,1456.4327821323948,77.13115037197663,gwlfe,0204030102,10,0204030102,Metedeconk River,NJ,57985.81,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7799,Wooded Areas,969.1771819024506,291.7587799563253,16.13412769306235,gwlfe,0204030102,10,0204030102,Metedeconk River,NJ,57985.81,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7800,Barren Areas,2.982768274490702,2.669456068781608,0.09175046069376241,gwlfe,020403010201,12,020403010201,North Branch Metedeconk River,NJ,24767.67,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7801,Cropland,30952.458420454812,1008.3108365653113,149.22669976676545,gwlfe,020403010201,12,020403010201,North Branch Metedeconk River,NJ,24767.67,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7802,Farm Animals,0.0,1892.1972380153045,504.20221523116766,gwlfe,020403010201,12,020403010201,North Branch Metedeconk River,NJ,24767.67,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7803,Hay/Pasture,379.99948638873667,26.580365398014695,11.69641217112062,gwlfe,020403010201,12,020403010201,North Branch Metedeconk River,NJ,24767.67,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7804,High-Density Mixed,29467.81800559144,571.5516419437241,58.38291553960365,gwlfe,020403010201,12,020403010201,North Branch Metedeconk River,NJ,24767.67,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7805,Low-Density Mixed,50386.87839417588,1347.2545307178239,143.72622654193927,gwlfe,020403010201,12,020403010201,North Branch Metedeconk River,NJ,24767.67,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7806,Low-Density Open Space,40604.82027953845,1085.6998852485847,115.8233608467843,gwlfe,020403010201,12,020403010201,North Branch Metedeconk River,NJ,24767.67,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7807,Medium-Density Mixed,147621.6933392576,2863.239524506224,292.47448360118796,gwlfe,020403010201,12,020403010201,North Branch Metedeconk River,NJ,24767.67,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7808,Open Land,329.16344091476327,48.91652685317756,1.2930368704330895,gwlfe,020403010201,12,020403010201,North Branch Metedeconk River,NJ,24767.67,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7809,Point Sources,0.0,0.0,0.0,gwlfe,020403010201,12,020403010201,North Branch Metedeconk River,NJ,24767.67,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7810,Septic Systems,0.0,4026.405968640001,0.0,gwlfe,020403010201,12,020403010201,North Branch Metedeconk River,NJ,24767.67,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7811,Stream Bank Erosion,8747039.0,4573.0,2182.0,gwlfe,020403010201,12,020403010201,North Branch Metedeconk River,NJ,24767.67,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7812,Subsurface Flow,0.0,42937.212356168864,724.8758506937808,gwlfe,020403010201,12,020403010201,North Branch Metedeconk River,NJ,24767.67,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7813,Wetlands,1028.8689744385474,745.5541312109428,40.153159224008434,gwlfe,020403010201,12,020403010201,North Branch Metedeconk River,NJ,24767.67,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7814,Wooded Areas,406.1581175865002,145.19666256466934,8.002531878045234,gwlfe,020403010201,12,020403010201,North Branch Metedeconk River,NJ,24767.67,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7815,Barren Areas,1.9722647979411012,3.7440553029183707,0.12644335777838475,gwlfe,020403010202,12,020403010202,South Branch Metedeconk River,NJ,19725.07,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7816,Cropland,17170.62286591445,338.0686153882922,50.38129941128281,gwlfe,020403010202,12,020403010202,South Branch Metedeconk River,NJ,19725.07,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7817,Farm Animals,0.0,512.657839496881,136.51569861863643,gwlfe,020403010202,12,020403010202,South Branch Metedeconk River,NJ,19725.07,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7818,Hay/Pasture,714.6229248514533,16.766870420453902,6.8043245937591115,gwlfe,020403010202,12,020403010202,South Branch Metedeconk River,NJ,19725.07,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7819,High-Density Mixed,34110.25911610993,692.2579034241315,70.87448498390778,gwlfe,020403010202,12,020403010202,South Branch Metedeconk River,NJ,19725.07,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7820,Low-Density Mixed,36623.703250392966,975.3438917087566,104.09658954148891,gwlfe,020403010202,12,020403010202,South Branch Metedeconk River,NJ,19725.07,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7821,Low-Density Open Space,30751.5822242963,818.960542514912,87.40609355280233,gwlfe,020403010202,12,020403010202,South Branch Metedeconk River,NJ,19725.07,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7822,Medium-Density Mixed,118646.01525643974,2407.8867736381285,246.52334648262925,gwlfe,020403010202,12,020403010202,South Branch Metedeconk River,NJ,19725.07,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7823,Open Land,561.2339987730354,43.506973185702904,1.357388322903839,gwlfe,020403010202,12,020403010202,South Branch Metedeconk River,NJ,19725.07,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7824,Point Sources,0.0,0.0,0.0,gwlfe,020403010202,12,020403010202,South Branch Metedeconk River,NJ,19725.07,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7825,Septic Systems,0.0,3314.4583942799995,0.0,gwlfe,020403010202,12,020403010202,South Branch Metedeconk River,NJ,19725.07,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7826,Stream Bank Erosion,6777121.0,4559.0,1562.0,gwlfe,020403010202,12,020403010202,South Branch Metedeconk River,NJ,19725.07,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7827,Subsurface Flow,0.0,30897.9801311045,554.774834393168,gwlfe,020403010202,12,020403010202,South Branch Metedeconk River,NJ,19725.07,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7828,Wetlands,619.1313828823692,562.4772548138196,30.0872205871299,gwlfe,020403010202,12,020403010202,South Branch Metedeconk River,NJ,19725.07,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7829,Wooded Areas,991.3778578780207,137.01909194617772,7.985177476977606,gwlfe,020403010202,12,020403010202,South Branch Metedeconk River,NJ,19725.07,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7830,Barren Areas,2.1118733889896175,3.6354456323690423,0.12268512312941532,gwlfe,020403010203,12,020403010203,Cedar Bridge Branch-Metedeconk River,NJ,13493.07,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7831,Cropland,532.4653297395859,27.448384058759792,3.1264006034671605,gwlfe,020403010203,12,020403010203,Cedar Bridge Branch-Metedeconk River,NJ,13493.07,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7832,Farm Animals,0.0,131.32724063607978,34.983750883733485,gwlfe,020403010203,12,020403010203,Cedar Bridge Branch-Metedeconk River,NJ,13493.07,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7833,Hay/Pasture,20.54252216649445,0.06971249609902988,0.03423279518846754,gwlfe,020403010203,12,020403010203,Cedar Bridge Branch-Metedeconk River,NJ,13493.07,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7834,High-Density Mixed,68818.90861103844,1413.2057950739388,144.76932441987933,gwlfe,020403010203,12,020403010203,Cedar Bridge Branch-Metedeconk River,NJ,13493.07,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7835,Low-Density Mixed,36507.21452668899,1052.1249878320407,111.34526000792934,gwlfe,020403010203,12,020403010203,Cedar Bridge Branch-Metedeconk River,NJ,13493.07,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7836,Low-Density Open Space,10951.000595987995,315.6039571405644,33.400028583825794,gwlfe,020403010203,12,020403010203,Cedar Bridge Branch-Metedeconk River,NJ,13493.07,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7837,Medium-Density Mixed,220255.4093745787,4522.97525791641,463.33525855809955,gwlfe,020403010203,12,020403010203,Cedar Bridge Branch-Metedeconk River,NJ,13493.07,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7838,Open Land,186.0046806834861,12.952746180479348,0.39372673254800994,gwlfe,020403010203,12,020403010203,Cedar Bridge Branch-Metedeconk River,NJ,13493.07,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7839,Point Sources,0.0,0.0,0.0,gwlfe,020403010203,12,020403010203,Cedar Bridge Branch-Metedeconk River,NJ,13493.07,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7840,Septic Systems,0.0,6190.917721560001,0.0,gwlfe,020403010203,12,020403010203,Cedar Bridge Branch-Metedeconk River,NJ,13493.07,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7841,Stream Bank Erosion,5622706.0,1270.0,1043.0,gwlfe,020403010203,12,020403010203,Cedar Bridge Branch-Metedeconk River,NJ,13493.07,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7842,Subsurface Flow,0.0,22001.376776302903,372.67678632947207,gwlfe,020403010203,12,020403010203,Cedar Bridge Branch-Metedeconk River,NJ,13493.07,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7843,Wetlands,72.23104852585026,151.19638650086523,8.007871699439997,gwlfe,020403010203,12,020403010203,Cedar Bridge Branch-Metedeconk River,NJ,13493.07,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7844,Wooded Areas,41.47532932970435,4.03444600797154,0.24114542070775244,gwlfe,020403010203,12,020403010203,Cedar Bridge Branch-Metedeconk River,NJ,13493.07,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7845,Barren Areas,73.29362473681809,504.0248849928566,16.837465756484082,gwlfe,0204030103,10,0204030103,Toms River,NJ,122811.56,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,93730"
7846,Cropland,47132.65910145979,1754.5603858724503,174.08411695366954,gwlfe,0204030103,10,0204030103,Toms River,NJ,122811.56,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,93730"
7847,Farm Animals,0.0,1474.8539711810063,391.4151458358839,gwlfe,0204030103,10,0204030103,Toms River,NJ,122811.56,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,93730"
7848,Hay/Pasture,2848.718169167239,73.72415154902427,20.869490528746613,gwlfe,0204030103,10,0204030103,Toms River,NJ,122811.56,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,93730"
7849,High-Density Mixed,125780.25691603511,2423.7613193964307,247.26648292113057,gwlfe,0204030103,10,0204030103,Toms River,NJ,122811.56,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,93730"
7850,Low-Density Mixed,174401.1894191464,4842.615849813746,512.956434074378,gwlfe,0204030103,10,0204030103,Toms River,NJ,122811.56,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,93730"
7851,Low-Density Open Space,111682.659180732,3101.103939137381,328.48593975817835,gwlfe,0204030103,10,0204030103,Toms River,NJ,122811.56,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,93730"
7852,Medium-Density Mixed,669694.1953499168,12904.878128822731,1316.5256008930912,gwlfe,0204030103,10,0204030103,Toms River,NJ,122811.56,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,93730"
7853,Open Land,2238.149990015966,447.45505370673027,10.149022837667399,gwlfe,0204030103,10,0204030103,Toms River,NJ,122811.56,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,93730"
7854,Point Sources,0.0,0.0,0.0,gwlfe,0204030103,10,0204030103,Toms River,NJ,122811.56,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,93730"
7855,Septic Systems,0.0,18488.338799039997,0.0,gwlfe,0204030103,10,0204030103,Toms River,NJ,122811.56,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,93730"
7856,Stream Bank Erosion,76299531.0,51883.0,11264.0,gwlfe,0204030103,10,0204030103,Toms River,NJ,122811.56,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,93730"
7857,Subsurface Flow,0.0,179138.90469020803,3586.574734124128,gwlfe,0204030103,10,0204030103,Toms River,NJ,122811.56,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,93730"
7858,Wetlands,1528.3723802440938,2443.7653922931613,129.30297222883107,gwlfe,0204030103,10,0204030103,Toms River,NJ,122811.56,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,93730"
7859,Wooded Areas,3484.868419666826,833.4603886311385,45.425346104406984,gwlfe,0204030103,10,0204030103,Toms River,NJ,122811.56,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,93730"
7860,Barren Areas,19.822236395414546,71.8938543663732,2.41122388428985,gwlfe,020403010301,12,020403010301,Upper Toms River,NJ,22505.28,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,93730"
7861,Cropland,22047.286539995195,463.81672459780043,63.480361019665935,gwlfe,020403010301,12,020403010301,Upper Toms River,NJ,22505.28,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,93730"
7862,Farm Animals,0.0,469.9108247507778,124.52803572747227,gwlfe,020403010301,12,020403010301,Upper Toms River,NJ,22505.28,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,93730"
7863,Hay/Pasture,2538.6021317333566,36.348610831571,12.700531326021276,gwlfe,020403010301,12,020403010301,Upper Toms River,NJ,22505.28,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,93730"
7864,High-Density Mixed,4741.677209185496,91.42990352770022,9.327883243709026,gwlfe,020403010301,12,020403010301,Upper Toms River,NJ,22505.28,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,93730"
7865,Low-Density Mixed,20497.99431572096,540.9329627474473,57.628950658725174,gwlfe,020403010301,12,020403010301,Upper Toms River,NJ,22505.28,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,93730"
7866,Low-Density Open Space,22803.261957607123,601.7679515880345,64.11008013623331,gwlfe,020403010301,12,020403010301,Upper Toms River,NJ,22505.28,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,93730"
7867,Medium-Density Mixed,25094.023621802065,483.8676395809122,49.36525877501776,gwlfe,020403010301,12,020403010301,Upper Toms River,NJ,22505.28,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,93730"
7868,Open Land,303.6308351971777,46.89776191367684,1.1759552404014342,gwlfe,020403010301,12,020403010301,Upper Toms River,NJ,22505.28,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,93730"
7869,Point Sources,0.0,0.0,0.0,gwlfe,020403010301,12,020403010301,Upper Toms River,NJ,22505.28,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,93730"
7870,Septic Systems,0.0,691.2421639199999,0.0,gwlfe,020403010301,12,020403010301,Upper Toms River,NJ,22505.28,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,93730"
7871,Stream Bank Erosion,3937837.0,2889.0,829.0,gwlfe,020403010301,12,020403010301,Upper Toms River,NJ,22505.28,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,93730"
7872,Subsurface Flow,0.0,45808.6613764729,721.8894651730527,gwlfe,020403010301,12,020403010301,Upper Toms River,NJ,22505.28,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,93730"
7873,Wetlands,933.3694125449308,611.8327458389825,32.84397151538427,gwlfe,020403010301,12,020403010301,Upper Toms River,NJ,22505.28,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,93730"
7874,Wooded Areas,1038.541236582675,179.5258946741293,10.163347693022423,gwlfe,020403010301,12,020403010301,Upper Toms River,NJ,22505.28,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,93730"
7875,Barren Areas,25.772043804987014,92.37716277481974,3.0932719436997957,gwlfe,020403010302,12,020403010302,Ridgeway Branch,NJ,21488.39,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,93730"
7876,Cropland,30154.66608769692,383.9202147389453,46.4635809000162,gwlfe,020403010302,12,020403010302,Ridgeway Branch,NJ,21488.39,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,93730"
